,Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2243,2014-12-11,Bo,Badjia,Damai,Dambala,,1.0,1.0,Town speaker,High,Re-opening of schools,when will ebola comes to an end?,"visiting burial homes, eating bush meat",avoid eating bush meat,the community want the government to supply them PPE so that they can easilgy attend to the sick,community need follow up to effect the action plan.
2244,2014-12-11,Bo,Badjia,Njagbahun,Kebawama,,1.0,1.0,Teacher,High,the radio sensitization is not enough for the erradication of ebola,why we should not burry our own dead when they die of not having ebola,"by touching the sick,dead.",sick person should be reported to the health centre,the community people are saying that they should have their own trained burial team,poor network in the community
2245,2014-12-11,Bo,Badjia,Sei,Ngiehun,3weeks,1.0,1.0,Sectional Youth leader,Very High,"The restriction of movement, the dead are not treated with respect by the burial team.",when will ebola end? When will schools reopen?,"Through body contact, visiting ebola patient, washing dead bodies",strangers are not allow to visit or past the night in the community,Government should train people at chiefdom or sectional level and give them the necessary equipment to buried their dead.,community need follow up to effect the action plan.
2246,2014-12-11,Bo,Badjia,Kpallay,Njandama,,1.0,1.0,ordinary citizen,High,Restriction of movement from one place to an other due to the ebola,Is there any vaccine for ebola?,"Touching of sick people and the dead, allowing strangers from ebola prone areas",strangers are not allowed to stay in the community,Government to train people at chiedom level to be part of the burial team,"Difficult to get community members on board, community need follow up enforce the action plan."
2247,2014-12-11,Bo,Bagbe,Nyawa,Njala Kendima,,1.0,1.0,0rdinary citizen,High,the government should allowed school to be reopen,Why the burial team do spray patient before taking to the hospital,"Eating of bush meat, washing the dead, hand shaking,",isolation of the sick person no burial should be conducted by community members,the government should open school,poor netwok coverage
2248,2014-12-11,Bo,Bagbo,Tisssana,Folla,4 weeks or more,1.0,1.0,Member,High,"They want to know ,how will Restless give support to the village link",When is  Ebola going to  end in our country,By sharking hands/washing the dead.,people should not shake hands in the church or mosque,The government should recruit people from their communities to be part of the burial team.,The participation of female was very low.
2249,2014-12-11,Bo,Bagbwe,Nyalla,Gibina,,1.0,1.0,ordinary citizen,Very High,We are happy to received the mobilizers,When ebola will end?,"washing dead bodies,visiting quarintine homes",no strangers are allow to stay in the community,The government should enforce bye laws in fretown,Poor network coverage
2250,2014-12-11,Bo,Bagbwe,Jongo,Kondiama,,1.0,1.0,Contact Tracer,High,The only way to eradicate ebola is to keep the bye laws,What will government do with regards eduction after ebola?,"Public or social gathering, eating of bush meat",washing the dead body avoid body contact frequent hand washing regular testing of temperature,Ebola is a man made disease that is killing people rapidly,stimatization of community champion
2251,2014-12-11,Bo,Bagbwe,Kemoh,Kpetema,,1.0,1.0,Community Champion,high,the government should allowed school to be reopen,Why all death cases are now ebola suspected?,"Through washing dead bodies, visiting funeral homes, touching sick people",do not wash dead bodies no public gathering,No body can stop ebola except God,Poor network coverage
2252,2014-12-11,Bo,Bagbwe,Samawa,Vengema,,1.0,1.0,ordinary citizen,High,We need to with our chiefs so that we can kick ebola from this community,Is there any vaccine for ebola?,"washing the dead before calling 117, accomodating strangers without knowing their health status",no strangers are allow to spent the night in the community,Obeying the bye laws has help us greatly not to catch the virus,No obstacles the people are obeying the bye laws
2253,2014-12-11,Bo,Baoma,Upper Patalo,Gbahun,4 weeks or more,1.0,1.0,Laison officer,Medium,If every one maintain the bye law they will eradicate Ebola.,When will school going to reopen?,Washing of dead bodies is a high risks of cataching ebola,regular cleaning of the town and avoid washing the dead,"They said ,they will strick by all the bye laws made",Asking for top up for communication.
2254,2014-12-11,Bo,Baoma,Mawojeh,Gbinima,4 weeks or more,1.0,1.0,Women leader,High,The government shuold support all survivor.,"What will the government do for survivor,after Ebola.",By washing the dead body and visiting the sick.,don not the dead the dead bodies of any kind,They need women to be part of the burial team.,The participation of youth  was very low.
2255,2014-12-11,Bo,Baoma,Sonnah,Guallu,4 weeks or more,1.0,1.0,Member,Very High,If every one maintain the bye law they will eradicate Ebola.,When is  the end time of ebola .,Washing the dead at home with out calling the burial team,don not the dead the dead bodies of any kind,Some member of the community were saying Ebola in sierra leone is man made.,Their expectation in trems of support.
2256,2014-12-11,Bo,Baoma,Lower Pataloo,Kormende,2-3 weeks,1.0,1.0,Member,High,When will the government give allow us eat bush meat.,The government should try to give helping hands to the families that are affected by Ebola,"Avoid body contact,washing the dead and attending to sick people.",avoid unsafe burial in the community,The should be provision of health centers.,The expectection of the community is high.
2257,2014-12-11,Bo,Baoma,Njeima,Niama,2-3 weeks,1.0,1.0,youth leader,High,"They think Ebola should come to an end in December,but not at all why?",If after ebola they will eating bush maet?,Washing the dead bodies,that no body should take care of the sick at home,They have been giving flase promises to have their support in communities.,They realy need health facility in their community because the clinic is far from them.
2258,2014-12-11,Bo,Baoma,Kemaya,Njaluahun,4 weeks or more,1.0,1.0,Member,High,The issuse of education for their childern.,What is the origin of the Ebola virus in sierra leone.,"Washing the dead ,caring for the sick.",accepting of strangers from other community,Poor net work to reach the emmergency line.,Asking for top up for communication.
2259,2014-12-11,Bo,Baoma,Bambawo,Palima 2,4 weeks or more,1.0,1.0,Member,Medium,The burial team take too long when they are call upoun,Is there any vaccine drug for this Ebola.,"Washing the dead,Love and caring for the the sick.",no harbouring of the sick and washing of the dead,The government is not realy supporting the free medical care,Dishonesty of those concerned
2260,2014-12-11,Bo,Baoma,Fally,Waiima,2-3 weeks,1.0,1.0,Pastor,Very High,The burial team do not have respect for Dead body,How will they take care of someone vomitus whether with ebola sign or not?,Washing of dead body and eating of bush meat.,welcome all people who are free of ebola,They have been giving flase promises to have their support in communities.,For now no obstacles.
2261,2014-12-11,Bo,Jaiama Bongor,Nekpondo,Madina,,1.0,1.0,Youth,Medium,Attitude of government during three days sit at home,When will ebola come to an end,"Touching one anither, arrival of strangers",guests are not allowed to stay hunting and eating of bush meat prohibited,Provision of safe drinking water and chlorine,Time factor and high expectation
2262,2014-12-11,Bo,Jaiama Bongor,Lower Niawa,Meyama,,1.0,1.0,Member,High,Poor atitude of burial team ,Would the government change the stratigiy of the burial,Through Body contact,"if any herbalist or paper doctor treat a patient at home the person will pay a fine of five hundred thousand leones (Le 500, 000)",Due to the by- laws the community people are not allowed to Travel ,They desire to bury the dead due to bad road net work
2263,2014-12-11,Bo,Jaiama Bongor,Lower Niawa,Meyama,,1.0,1.0,Youth,High,"No good drinking water, No toilet, No communication network, and poor road net work.",Now that sick person supose a child is sick what will the parient carry that child to the hospital,"Body contact, Hand washing.",no one is allow to keep strangers at home in the community or fine of five hundred thousand leones,"Food shotage, no exportion and inportation of there produce, No toilet facility, No clean  drinking water","poor road net work, The distance to the community the road are not motorable"
